Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
d86bfc08-1c85-2738-4383-95af07a08fcd,1945-08-09,,999-62-5063,S99973781,X97666948X,Mr.,Rey54,Doug189,Gleason633,,,S,white,nonhispanic,M,Boston  Massachusetts  US,851 Ward Esplanade,Wakefield,Massachusetts,Middlesex County,25017,01880,42.46332877815645,-71.03629112726291,220451.47,96547.11,43079
1dba65c2-cfa0-2ce8-90c7-4aac091da339,1959-03-11,,999-89-9779,S99947029,X47171331X,Mr.,Dusty207,,Hessel84,,,M,white,nonhispanic,M,Revere  Massachusetts  US,130 Tremblay Passage Apt 47,Brookline,Massachusetts,Norfolk County,25021,02445,42.2732789398686,-71.19386056289758,102142.23,164695.28,181275
bc3423bf-c22b-febf-b176-752f5dc42e19,1991-04-02,,999-33-6100,S99931152,X23066467X,Mr.,Mikel238,Keenan632,Bayer639,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,870 Durgan Boulevard Suite 68,Dighton,Massachusetts,Bristol County,,00000,41.85351357285295,-71.11895722121398,79746.79,5776.23,35986
77ccbefc-c073-89c7-514a-b86f04458e51,1943-12-25,,999-41-8131,S99949389,X09923373X,Mrs.,Helene803,Kyoko885,Roberts511,,Sporer811,M,white,nonhispanic,F,Wellesley  Massachusetts  US,672 Dare Rapid,New Bedford,Massachusetts,Bristol County,25005,02745,41.64199494029067,-70.89056364891178,938724.74,674203.10,67102
c78abff9-85e8-d898-13a9-6923bf0fc671,1980-03-19,,999-54-4303,S99976864,X01874194X,Mr.,Willian804,Rupert654,Schowalter414,,,M,black,nonhispanic,M,Billerica  Massachusetts  US,106 Bashirian Branch,Pembroke,Massachusetts,Plymouth County,,00000,42.02890172906719,-70.8417785239527,74561.94,42678.60,127917
09b4cf97-ac4f-aaf1-020b-c68b44870b83,1973-08-21,,999-29-7862,S99942092,X88055101X,Mr.,Oscar384,Terrance440,Purdy2,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,973 Borer Drive Unit 39,Somerville,Massachusetts,Middlesex County,25017,02140,42.420183377071304,-71.15316726740508,130275.27,63797.23,29899
10817095-0124-c115-007a-572d97e7e183,2023-03-05,,999-90-1404,,,,Agustín529,Carlos172,Quintana711,,,,white,hispanic,M,Salisbury  Saint Joseph Parish  DM,858 Hyatt Road,Lawrence,Massachusetts,Essex County,25009,01841,42.742313754315155,-71.20563317382718,8866.84,112.28,61604
67b3c354-ffcd-844a-7e75-23fa4dcc018e,1959-08-08,,999-66-2344,S99932992,X35768641X,Mrs.,Markita319,Billie243,Bosco882,,Nolan344,D,white,nonhispanic,F,Shrewsbury  Massachusetts  US,522 Schuster Union Apt 55,Tewksbury,Massachusetts,Middlesex County,,00000,42.59375993051492,-71.18829877991699,661482.35,458860.30,61974
cbffccf8-1cf5-ae46-d2f1-4110699b6cc4,1984-10-16,,999-47-8247,S99975045,X92732682X,Mrs.,Janis361,Virgil85,Langosh790,,Tillman293,M,asian,nonhispanic,F,Tyngsborough  Massachusetts  US,346 Trantow Drive Suite 12,Marlborough,Massachusetts,Middlesex County,25017,01752,42.387327081209904,-71.58430355894626,224766.39,320009.81,52839
1c7a3d40-7d70-2f83-f80b-113e85937b06,1961-08-27,,999-36-7961,S99979386,X84296370X,Mrs.,Nydia801,Merissa718,Roob72,,Thompson596,M,native,nonhispanic,F,Lexington  Massachusetts  US,1078 Bode Haven,Wakefield,Massachusetts,Middlesex County,25009,01940,42.53592613899468,-71.02259513414091,230694.01,125909.36,155512
e5ee4855-6185-7998-7cb9-dfd2a82e94a9,1924-12-24,,999-43-3672,S99988347,X64460247X,Mrs.,Morgan564,Willa615,Kohler843,,Hessel84,M,white,nonhispanic,F,Wilmington  Massachusetts  US,463 McClure Village Apt 98,Ipswich,Massachusetts,Essex County,25009,01938,42.71485135030576,-70.85011317175423,849269.44,1603509.27,71353
b0dfa2ba-590d-ac99-8421-fe181c3d5e48,1939-02-24,,999-71-1854,S99927069,X46813414X,Mrs.,Lekisha909,Rosy219,Turcotte120,,Hoppe518,D,black,nonhispanic,F,Kingston  Massachusetts  US,298 Johnston Landing,Falmouth,Massachusetts,Barnstable County,25001,02540,41.60046321874451,-70.58580163732425,531601.81,265972.96,57541
a523ec59-5ea6-ef85-c428-e7f12e7d2adb,1989-09-15,,999-97-6103,S99987505,X85732547X,Mr.,Josef103,,D'Amore443,,,M,white,nonhispanic,M,Marshfield  Massachusetts  US,1013 Towne Camp Suite 57,Saugus,Massachusetts,Essex County,25009,01906,42.48956738229813,-71.00464947959875,87611.02,3093.76,155187
77ba30ed-fec7-fc91-8b0a-63415045bf2f,2008-03-16,,999-65-7056,S99910097,,Mr.,Grant908,,Watsica258,,,,white,hispanic,M,Northbridge  Massachusetts  US,331 Bins Club Apt 29,Boston,Massachusetts,Suffolk County,25025,02115,42.31571648551548,-71.04248759026484,3450.00,64297.37,4335
a077b9de-3ceb-1b48-93dc-24fb2037c330,1995-03-14,,999-65-5055,S99962939,X80271145X,Mr.,Mateo562,,Barela183,,,M,white,hispanic,M,Portsmouth  Saint John Parish  DM,630 Fisher Terrace Unit 20,Boston,Massachusetts,Suffolk County,25025,02127,42.31379418614445,-71.15423244984622,5031.41,67390.83,9520
07f124ec-dd65-062b-0fac-c17ea8299ccf,1998-08-23,,999-68-3880,S99913979,X30779485X,Ms.,Ara96,,Connelly992,,,S,white,nonhispanic,F,Cambridge  Massachusetts  US,317 Turner Common,Ashland,Massachusetts,Middlesex County,,00000,42.214395928136156,-71.44237714401356,145175.53,238051.31,156373
f685901a-88eb-a73a-e4b3-396b989a3965,1996-08-15,,999-18-2055,S99921126,X84114043X,Mrs.,Isa815,,Berge125,,Prohaska837,M,white,nonhispanic,F,Plymouth  Massachusetts  US,559 Bogisich Estate Suite 30,Wakefield,Massachusetts,Middlesex County,25017,01880,42.53651487830482,-71.0718530351988,167540.01,461254.22,164092
3f2d5c77-588a-51df-67f9-4d0fc50dd7bc,2004-07-14,,999-95-9429,S99981802,X55777857X,Mr.,Alva958,Jefferey580,Erdman779,,,,white,nonhispanic,M,Cambridge  Massachusetts  US,462 Hackett Street Suite 79,Brockton,Massachusetts,Plymouth County,25023,02351,42.10142072226312,-70.98094660927437,59312.64,0.00,67238
967a7013-aea1-e241-586f-235dc4ec25a4,1968-03-20,,999-58-5396,S99987157,X15532806X,Mr.,Reed154,Valentine262,Roberts511,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,528 Reichert Pathway,Winthrop,Massachusetts,Suffolk County,25025,02152,42.41488083901192,-70.94314528239788,32135.20,144398.29,146471
d18603df-6eaa-e2b6-1a2d-5e5b79b92323,2016-11-14,,999-45-9328,,,,Allegra202,Rachael540,Hammes673,,,,white,nonhispanic,F,New Bedford  Massachusetts  US,849 Thompson Glen,Wellesley,Massachusetts,Norfolk County,25021,02492,42.31105365212881,-71.31679571955158,52046.22,0.00,78849
ed62b57d-c446-5ad0-7e04-b074cd45ff42,1973-06-03,,999-44-8062,S99914875,X01678033X,Mrs.,Milda157,Fannie183,Hilll811,,Langosh790,W,asian,nonhispanic,F,Brookline  Massachusetts  US,398 Rowe Forge Suite 95,Andover,Massachusetts,Essex County,25009,01810,42.6166279806572,-71.11244702736782,359786.48,719837.13,125475
b80fea26-88e9-6c9b-f0fd-491316fbb7aa,2019-09-09,,999-99-8767,,,,Luann880,Shella455,Pacocha935,,,,white,nonhispanic,F,Marseille  Provence-Alpes-Cote d'Azur  FR,906 Schulist Arcade,Bellingham,Massachusetts,Norfolk County,25021,02019,42.098304581345815,-71.49885824590432,24988.95,6318.94,71547
9b355fe0-a113-000f-72ad-058897d4ca7d,1933-02-04,2015-03-22,999-48-8684,S99986531,X85041997X,Mr.,Tanner110,Palmer257,Crooks415,,,M,white,nonhispanic,M,Canton  Massachusetts  US,264 Quigley Parade,Agawam,Massachusetts,Hampden County,25013,01030,42.04024155336192,-72.60977278791637,211093.41,237676.55,32025
6c7773b9-d4ef-911c-c620-66b188af1e50,1959-11-27,,999-89-1899,S99967299,X17478332X,Mr.,Jamey282,Scotty190,Larkin917,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,546 Schaefer Trace Unit 99,Quincy,Massachusetts,Norfolk County,25021,02170,42.26772885037164,-71.11183360162995,181909.83,166432.34,79156
da21e8c4-7835-72c6-2b27-6c141cc32fbb,1957-01-15,,999-84-1627,S99976650,X06408961X,Mrs.,Kimberely738,,Torp761,PhD,Goldner995,W,asian,hispanic,F,Monson Center  Massachusetts  US,982 Gleichner Run,Watertown,Massachusetts,Middlesex County,25017,02472,42.33612609478568,-71.16155241584073,294259.79,246247.85,182920
9aed3a3f-66fd-686a-b178-aca705c7a22c,1967-02-11,,999-96-7158,S99912106,X32878409X,Mrs.,Elenor843,Gudrun69,Feest103,,Hilpert278,D,white,nonhispanic,F,Canton  Massachusetts  US,789 Turner Port,Longmeadow,Massachusetts,Hampden County,25013,01106,42.06503720397123,-72.61629586392284,1025935.62,360504.52,67649
799b4ca5-1c18-fe98-28be-1e644b223c7a,1986-04-20,,999-29-4603,S99935219,X34297475X,Mr.,Dwayne786,,Christiansen251,,,M,black,nonhispanic,M,Somerville  Massachusetts  US,394 Quigley Rue,Boston,Massachusetts,Suffolk County,25025,02122,42.377813160266584,-71.01432167004197,120832.46,11491.03,156907
01cc6596-6732-9b0d-c50c-1dca67b35056,1966-07-20,,999-52-9427,S99939378,X11435092X,Mr.,Bryce11,Vince741,McLaughlin530,,,M,white,nonhispanic,M,South Lancaster  Massachusetts  US,140 Schmitt Flat Unit 11,Waltham,Massachusetts,Middlesex County,25017,02472,42.41729700071354,-71.2229649772571,153118.21,30609.21,62084
4c494b68-84bb-1602-b28d-90e2789e285a,1972-10-24,,999-40-2875,S99935203,X28613356X,Mrs.,Sally227,Latoya8,Romaguera67,,Kuphal363,D,white,nonhispanic,F,New Bedford  Massachusetts  US,998 Schamberger Grove Suite 57,Barnstable,Massachusetts,Barnstable County,25001,02632,41.67422270991062,-70.34315276873463,152204.94,583201.57,25350
35860e92-c67a-c939-1f37-b7c9aa19ff76,2020-12-28,,999-55-3528,,,,Brendon298,Silas208,Breitenberg711,,,,white,hispanic,M,Boston  Massachusetts  US,505 Hayes Gardens,Quincy,Massachusetts,Norfolk County,25021,02169,42.28956769707468,-71.0278309781262,11446.47,0.00,74563
97e53857-176c-f27c-9cad-4f35dc24476c,2025-11-28,,999-29-7160,,,,Darrin898,Harlan808,Howell947,,,,white,nonhispanic,M,Medfield  Massachusetts  US,425 Daugherty Wynd,Billerica,Massachusetts,Middlesex County,,00000,42.52180628318414,-71.24129393578217,3286.28,0.00,48867
bc198835-0747-b278-d6b3-bff4f8af6496,1955-06-16,,999-18-6211,S99947059,X88299808X,Ms.,Arline53,Bethany501,Reichel38,,,S,white,nonhispanic,F,Burlington  Massachusetts  US,841 Schaefer Trailer Suite 40,Fall River,Massachusetts,Bristol County,25005,02721,41.68328563344472,-71.15164014740694,252711.53,260455.11,45675
36ef507a-34d2-ac5e-7d83-e2ac3b8d5f40,1970-11-26,,999-71-3466,S99952924,X87562751X,Mrs.,Jacqualine965,Leota851,Smitham825,,Senger904,M,white,nonhispanic,F,Boston  Massachusetts  US,615 Veum Track,Arlington,Massachusetts,Middlesex County,25017,02476,42.40784552541013,-71.11073900288287,168742.65,408824.88,576641
1dab3a1c-fb4d-01d6-ebf2-98558142e310,1953-10-27,2024-03-18,999-20-8062,S99975848,X06815844X,Mr.,Charley358,Carol737,Boehm581,,,S,black,nonhispanic,M,Wakefield  Massachusetts  US,727 Romaguera Path Apt 45,Boston,Massachusetts,Suffolk County,25025,02124,42.325417187937084,-71.11398727627639,209373.13,94781.58,68022
0d3f2a3f-5adb-ff19-9024-104d45be8e7c,2004-02-14,,999-69-2019,S99963972,X57653379X,Mr.,Tyrell880,,Gutmann970,,,,white,nonhispanic,M,Agawam  Massachusetts  US,432 McClure Vale Unit 66,Framingham,Massachusetts,Middlesex County,25017,01701,42.28486935281499,-71.41186753957665,4015.33,49831.74,9163
50174789-f9e7-68c0-bf86-237a4e8574dd,1920-04-17,1984-10-08,999-10-1689,S99970640,X37883234X,Ms.,Chante435,Inga743,Franecki195,,,S,black,nonhispanic,F,Somerset  Massachusetts  US,617 Thiel Frontage road,Kingston,Massachusetts,Plymouth County,25023,02364,41.958907367927836,-70.72278183242224,281827.32,685065.00,287027
3aa85059-e43c-5adf-28d2-cc220ba89c17,2002-10-21,,999-34-6412,S99995453,X79802590X,Ms.,Jovan870,,Witting912,,,,white,nonhispanic,F,Worcester  Massachusetts  US,147 Goyette Lock,Boston,Massachusetts,Suffolk County,25025,02125,42.28396429711624,-71.04589237154916,29926.17,447470.59,710
1fa929b7-3926-65b7-4bff-a7d9d05efa77,1990-04-11,,999-78-9447,S99993008,X95447946X,Mrs.,Shayne60,Bari62,Botsford977,,Mayert710,D,white,nonhispanic,F,Lawrence  Massachusetts  US,586 Lubowitz Vale Unit 39,Easton,Massachusetts,Bristol County,,00000,42.036280944008304,-71.08054159013462,522621.61,541315.52,74973
5ee4e74a-9018-1660-a54c-8247f22804a7,1923-04-19,,999-25-6396,S99919228,X18800327X,Mr.,Michel472,,Schimmel440,,,S,white,nonhispanic,M,Somerville  Massachusetts  US,697 Schmeler Knoll Unit 6,North Pembroke,Massachusetts,Plymouth County,25023,02358,42.082245329894405,-70.73978562433214,177783.07,155600.94,61464
0ab2001b-23f0-76c3-9a9c-b663ce52e7f7,1953-03-25,,999-74-3870,S99950395,X19441610X,Mr.,Gino587,Devon268,Bahringer146,,,M,white,nonhispanic,M,Georgetown  Massachusetts  US,433 Wisozk Boulevard Suite 90,Northampton,Massachusetts,Hampshire County,25015,01060,42.320552056423715,-72.69745965575072,506025.40,679307.42,89317
78a7f52c-a859-41de-219d-8c9ed2b2b211,1957-01-09,,999-53-6930,S99931259,X73966512X,Mr.,Cristian531,,Delarosa409,,,S,white,hispanic,M,Salisbury  Saint Joseph Parish  DM,559 Block Common,Springfield,Massachusetts,Hampden County,25013,01128,42.13640201582654,-72.47491258257057,102933.88,308857.62,274
5375b60e-dfd9-1a8e-15fb-559df65b9c58,1969-03-19,,999-82-4255,S99953735,X64508507X,Mr.,Rich940,Abdul218,Towne435,,,M,white,nonhispanic,M,Medford  Massachusetts  US,767 Kreiger Vista,Foxborough,Massachusetts,Norfolk County,25021,02035,42.03803800874735,-71.23722044405264,143915.01,159231.29,98735
48b46537-26b1-a149-da62-ced037444d6a,1981-08-19,,999-19-6393,S99975466,X15649311X,Mrs.,Celine582,Jacki842,Spinka232,,Watsica258,M,white,nonhispanic,F,Leicester  Massachusetts  US,525 Walsh Flat,Freetown,Massachusetts,Bristol County,,00000,41.799251134582335,-70.98877648192804,273501.12,603976.03,140043
0794d2b3-e400-9898-8f3c-62c1235e55e6,2008-04-07,,999-50-6892,S99948785,,Mr.,Shon148,Jefferson174,Bahringer146,,,,white,nonhispanic,M,Holliston  Massachusetts  US,213 Ratke Gateway Unit 94,Marblehead,Massachusetts,Essex County,25009,01945,42.49285595983492,-70.83604114870509,32636.13,30717.46,994720
fe392f37-7b98-ea00-2d25-8f6dcf760f09,1983-01-06,,999-90-5356,S99910856,X19333936X,Mrs.,David908,Malia984,Waelchi213,,Schoen8,M,black,nonhispanic,F,Gardner  Massachusetts  US,808 Grant Center Apt 63,Millers Falls,Massachusetts,Franklin County,25011,01349,42.517288510462485,-72.52415148251697,323931.02,465826.59,61357
e19b5306-2ca6-183a-a7b2-5817d17c83ec,1986-02-15,,999-43-4994,S99976876,X39325261X,Mr.,Kenny207,,Heaney114,,,M,white,nonhispanic,M,Boston  Massachusetts  US,323 Lynch Estate Suite 22,Southbridge,Massachusetts,Worcester County,25027,01550,42.091357052506694,-72.07033537213432,122362.78,19776.13,48658
ae2a58ea-152c-fb2c-961d-8014754a3fa5,2022-12-03,,999-45-7916,,,,Donnell534,Quinton758,Haley279,,,,white,nonhispanic,M,Northbridge  Massachusetts  US,428 Spinka Green,Concord,Massachusetts,Middlesex County,,00000,42.45786859843154,-71.31556510795404,15285.37,7728.07,861381
ebf78513-4f16-7619-96b8-583cbdd60996,1957-01-25,,999-44-9928,S99953058,X22483824X,Mrs.,Emerald468,,Carroll471,,Johns824,M,black,nonhispanic,F,Boston  Massachusetts  US,976 Yundt Walk,Peabody,Massachusetts,Essex County,25009,01960,42.53809763604583,-70.9390222719872,1059763.33,859158.43,49670
655ecf8c-69bf-6af9-08cc-a8c9f256a378,1998-08-23,,999-56-1954,S99997922,X86074215X,Mrs.,Natividad796,Shari363,Morissette863,,Brakus656,M,white,nonhispanic,F,Peabody  Massachusetts  US,613 Sauer Loaf,Holden,Massachusetts,Worcester County,,00000,42.37675108048868,-71.87634028006268,165531.86,304679.65,147944
3a86485e-3e44-8bcb-1ddd-0afd58eaaf86,1992-09-17,,999-63-2796,S99964184,X35373779X,Mr.,Harold594,Timothy142,Johnson679,,,S,white,nonhispanic,M,Sharon  Massachusetts  US,873 Harvey Branch,Taunton,Massachusetts,Bristol County,25005,02780,41.902184791846466,-71.15752283958152,81402.85,648155.29,71583
80778082-8218-0ae3-2e4f-094a581a2407,1970-06-22,2026-06-30,999-35-3278,S99945468,X54052248X,Mr.,Teodoro374,,Cornejo190,,,M,white,hispanic,M,La Paz  Baja California  MX,424 Rutherford Trace Apt 5,Paxton,Massachusetts,Worcester County,,00000,42.31673891455175,-71.90095245102619,55783.20,816796.69,173496
c12ad117-8daa-0012-1a66-560b534d4984,2001-04-10,,999-53-1985,S99949882,X41002582X,Mr.,Wendell199,Harrison106,Kunze215,,,,white,nonhispanic,M,Peabody  Massachusetts  US,485 Predovic Mall,Westwood,Massachusetts,Norfolk County,,00000,42.21828825802072,-71.24263561404311,53313.89,9287.39,784406
2fcef366-e164-d8c6-dfd6-658ea5248349,2025-07-28,,999-72-7356,,,,Gay359,Camelia346,Powlowski563,,,,hawaiian,nonhispanic,F,Haverhill  Massachusetts  US,1011 O'Hara Underpass,Somerville,Massachusetts,Middlesex County,25017,02145,42.39525862416224,-71.10858877492436,3721.90,0.00,56074
863c4391-decb-6566-b4ad-4e529f46be53,1993-03-19,,999-43-5890,S99915231,X93123683X,Ms.,Clementina782,,Farrell962,,,S,white,nonhispanic,F,Beverly  Massachusetts  US,489 Schmeler Extension,Waltham,Massachusetts,Middlesex County,25017,02472,42.33736064366674,-71.27552206432908,22603.92,1046422.02,204007
22ce2deb-dfbf-97d6-f6ac-0b051c87602b,2007-10-24,,999-56-2568,S99919158,,Ms.,Karen597,Johnna810,Lynch190,,,,white,nonhispanic,F,Norwood  Massachusetts  US,578 Krajcik View Apt 56,Ipswich,Massachusetts,Essex County,25009,01938,42.66651077689705,-70.80166636479876,103187.59,665157.59,88633
18867bdc-4a7c-e391-79d1-fe84948a6d70,1954-03-28,1996-04-30,999-35-9016,S99951927,X30931760X,Mr.,Abdul218,Sammy219,Christiansen251,,,D,white,nonhispanic,M,Worthington  Massachusetts  US,752 Kiehn Course Unit 79,North Adams,Massachusetts,Berkshire County,25003,01247,42.67587729123307,-73.10793574927361,13273.38,138042.25,18378
3c867bbc-a012-8008-8eec-3e33eb1809de,2026-01-18,,999-91-4072,,,,Zachery872,Clement78,Champlin946,,,,white,nonhispanic,M,Burlington  Massachusetts  US,120 Jones Manor Apt 69,Cordaville,Massachusetts,Worcester County,,00000,42.25364800645701,-71.48550045422667,1913.85,1823.40,945752
391f9011-fe08-0499-984e-d3da27cad378,1971-08-17,2023-04-10,999-46-3491,S99985906,X01685169X,Mr.,Humberto482,,Keebler762,,,M,white,nonhispanic,M,Salisbury  Massachusetts  US,777 Sporer Terrace Apt 77,Plymouth,Massachusetts,Plymouth County,25023,02360,41.86035361835039,-70.59822866433396,48254.47,267571.87,2384
7e2b8465-c8b1-a4e0-5186-33b9db40fea7,2001-02-13,,999-95-9347,S99934625,X84119564X,Ms.,Karissa612,Rosenda12,Cole117,,,,white,nonhispanic,F,Brockton  Massachusetts  US,280 DuBuque Trailer,Lexington,Massachusetts,Middlesex County,25017,02421,42.44269870712837,-71.21783945646733,56533.26,161004.82,610686
82ba3061-954e-4f9b-966d-a4384e212bed,1951-06-29,,999-11-9144,S99919837,X83106776X,Mr.,Gale827,,Stehr398,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,916 Wilkinson Forge,Brockton,Massachusetts,Plymouth County,25023,02302,42.065139710673776,-71.05218166348178,270124.28,73869.75,49498
07d50a90-8cbc-d42c-bea8-b628b36aaa49,2004-12-15,,999-18-6584,S99944121,X46401792X,Mr.,Romeo514,Marcelo725,Dickinson688,,,,asian,nonhispanic,M,Worcester  Massachusetts  US,771 Emmerich Harbor Suite 21,Southampton,Massachusetts,Hampshire County,,00000,42.204929906979196,-72.71234339961433,64727.80,568576.06,35098
3eaf4212-3f96-9b8d-4e23-c8f89569c19a,1972-03-06,,999-88-5049,S99927407,X57578188X,Mrs.,Nguyet780,Sasha806,Marquardt819,,Keebler762,M,white,nonhispanic,F,Northampton  Massachusetts  US,624 Ledner Gardens Unit 90,Maynard,Massachusetts,Middlesex County,25017,01754,42.458897545834404,-71.49565915267783,9907.20,330860.91,16569
686acc40-65b7-4cfb-46b9-a621392901d8,2000-10-30,,999-98-4404,S99995698,X03472062X,Mr.,Ethan766,Laurence43,Ullrich385,,,,white,nonhispanic,M,Worcester  Massachusetts  US,460 Terry Ville,Weston,Massachusetts,Middlesex County,,00000,42.40121141279314,-71.28290358938784,115441.16,582544.00,720957
220a96e9-fc5b-dff8-dc05-a868e4b03e55,1988-02-25,,999-74-1677,S99987691,X44831812X,Mrs.,Corey514,Leigha840,Swift555,,Reichel38,M,white,nonhispanic,F,Chicopee  Massachusetts  US,358 Kozey Parade Unit 41,Agawam,Massachusetts,Hampden County,25013,01001,42.07295072023692,-72.67306996124756,11617.48,784841.57,17099
ec922b9b-7ae6-687e-56fb-78fdb36cbf7f,1970-07-22,2020-08-13,999-87-2262,S99991730,X06467646X,Mrs.,Caren429,Cindi877,Fisher429,,Gutmann970,D,white,nonhispanic,F,Somerville  Massachusetts  US,411 Abernathy Drive,Hopkinton,Massachusetts,Middlesex County,25017,01748,42.177448280814254,-71.55096834135843,214067.44,279883.96,136925
4cb7da76-b2d5-df13-8842-caf8f4b5e31d,1970-03-29,,999-48-5044,S99995083,X13454670X,Mrs.,Zoraida650,Shavonda114,Hamill307,,Dietrich576,M,white,nonhispanic,F,Boston  Massachusetts  US,696 King Vale,Duxbury,Massachusetts,Plymouth County,25023,02332,42.08341935686699,-70.70394967292575,801242.01,278611.45,42662
c91886d4-97f2-952a-92c8-553e846c05e8,1980-09-07,,999-36-1262,S99991864,X89713650X,Ms.,Florencia449,Estela596,Limón43,,,S,white,hispanic,F,Bogota  Bogota  CO,636 Jacobson Spur,Dartmouth,Massachusetts,Bristol County,,00000,41.51791295597967,-70.94630079771973,268848.48,590877.41,148162
cb92adf5-a910-76d6-07cb-8726753047ba,2004-10-23,,999-73-5225,S99919553,X43338437X,Mr.,Jackie93,,Littel644,,,,white,nonhispanic,M,Rockland  Massachusetts  US,521 Dooley Esplanade Suite 78,Leominster,Massachusetts,Worcester County,25027,01453,42.51817399344657,-71.74263935665758,11386.30,732861.38,5801
8c76ea4b-1cf5-1801-c48a-73fb66bf1734,1980-05-26,,999-68-9852,S99934549,X89070940X,Mrs.,Ana Luisa894,Berta524,Romero158,,Perea353,M,white,hispanic,F,Juarez  Chihuahua  MX,981 Cole Dale,Boston,Massachusetts,Suffolk County,25025,02127,42.364323580287184,-71.075904380431,76958.21,1535489.61,10597
17b574a3-24c3-3120-2dd8-e1b1bd883cd1,2006-04-14,,999-97-8912,S99927728,X63800103X,Ms.,Tennie915,Mitzie610,Will178,,,,white,nonhispanic,F,Boston  Massachusetts  US,410 Kuphal Trafficway Suite 11,Norton Center,Massachusetts,Bristol County,,00000,41.92451533127685,-71.21867486383418,201958.71,764.08,49877
3286fd5e-bf15-cef3-5593-95a5b0932e23,1970-06-22,,999-46-6310,S99944121,X13881832X,Mr.,Alberto639,Esteban536,Bañuelos542,,,M,white,hispanic,M,Ponce  Puerto Rico  PR,395 Ernser Dale Apt 28,Paxton,Massachusetts,Worcester County,,00000,42.30713044545768,-71.97823465569438,167432.76,36906.63,173496
be6527f6-3843-71a2-fd4d-e2713eafda1f,2023-10-22,,999-62-1500,,,,Mary779,Dulce933,Ortiz186,,,,white,nonhispanic,F,Somerville  Massachusetts  US,177 Little Plaza,Edgartown,Massachusetts,Dukes County,,00000,41.3955523469898,-70.43364883933306,1732.12,11107.50,33538
9d16f931-9b44-40d6-b9eb-ba4dfebb478a,1961-02-19,2022-12-24,999-30-3596,S99946511,X35015227X,Mrs.,Elizbeth263,Terri848,Braun514,,Ritchie586,W,white,nonhispanic,F,Framingham  Massachusetts  US,1059 Pollich Spur,Springfield,Massachusetts,Hampden County,25013,01013,42.14019380135175,-72.5758797461122,226447.76,1458508.60,178548
075403df-50af-458e-ca7e-c25119353ba5,2014-05-30,,999-26-8818,,,,Lincoln623,Brock407,Bruen238,,,,white,nonhispanic,M,Northampton  Massachusetts  US,192 Bahringer Street,Whately,Massachusetts,Franklin County,,00000,42.45658365659935,-72.62757324630944,39647.40,0.00,51349
0da84909-72e1-099a-d5e9-d7b42516518e,1952-09-01,1998-03-31,999-38-4270,S99997459,X18828459X,Ms.,Shonta375,Terri848,Nienow652,,,S,white,nonhispanic,F,East Longmeadow  Massachusetts  US,249 Kris Ferry Apt 8,Springfield,Massachusetts,Hampden County,25013,01129,42.15775362120746,-72.50752291493039,330406.08,27903.46,46822
33e00bfe-2d7c-2344-dbcd-20f8eeb6e1c1,1920-04-17,,999-32-3833,S99992859,X66573586X,Mrs.,Christen366,Rutha66,Crona259,,Block661,M,black,nonhispanic,F,Burlington  Massachusetts  US,844 McLaughlin Crossroad Suite 10,Kingston,Massachusetts,Plymouth County,25023,02364,41.951347706377284,-70.74019343571804,325105.40,1285438.91,287027
a35adffc-b353-486d-242c-562b54b758f3,1924-03-28,2016-06-20,999-33-5583,S99972478,X12203762X,Mrs.,Lola232,,Hagenes547,,Kutch271,D,white,nonhispanic,F,Springfield  Massachusetts  US,1067 Schiller Ranch Suite 8,Hopkinton,Massachusetts,Middlesex County,25017,01748,42.189938258257634,-71.58474831900718,155645.77,1019435.86,188686
843c780e-c818-205c-78e2-2fb8f157e27c,1971-08-17,,999-44-4442,S99940856,X82379404X,Mr.,Genaro214,Jamal145,Pfeffer420,,,S,white,nonhispanic,M,Dudley  Massachusetts  US,800 Metz Lock Apt 7,Plymouth,Massachusetts,Plymouth County,25023,02360,41.84363570550469,-70.58514790397078,12474.59,190841.23,2384
3dc688b4-c115-dcad-e161-7022f9100253,2023-09-03,,999-21-2280,,,,Stewart672,Reyes140,Waelchi213,,,,white,nonhispanic,M,Franklin  Massachusetts  US,542 Schulist Mission,Rockport,Massachusetts,Essex County,25009,01966,42.669135064816516,-70.58910965119966,445.86,14150.13,14595
83e58bbc-ba55-feb6-b072-aa0843838d6a,1967-06-14,,999-26-4706,S99953098,X55960554X,Mrs.,Tamisha203,Nola814,Watsica258,,Gleichner915,M,white,nonhispanic,F,Everett  Massachusetts  US,889 Trantow Annex,Boston,Massachusetts,Suffolk County,25025,02111,42.32360434322826,-71.04764255448454,542084.13,860806.01,72195
